Name,Url,SizeOfOptionalHeader,MajorLinkerVersion,MinorLinkerVersion,SizeOfCode,SizeOfInitializedData,SizeOfUninitializedData,AddressOfEntryPoint,BaseOfCode,BaseOfData,FileAlignment,MajorOperatingSystemVersion,MinorOperatingSystemVersion,MajorImageVersion,MinorImageVersion,MajorSubsystemVersion,MinorSubsystemVersion,SizeOfImage,SizeOfHeaders,CheckSum,DllCharacteristics,SizeOfStackReserve,SizeOfStackCommit,SizeOfHeapReserve,SizeOfHeapCommit,LoaderFlags
WmiPrvSE.exe,http://lovettz.com/zebra-wall-decor-modern-design/zebra-wall-decor-design-accesories/,224,9,0,232960,23552,0,63043,4096,241664,512,6,1,6,1,6,1,266240,1024,316271,2,33088,262144,65536,1048576,4096
wevtutil.exe,http://chinacxyy.com/newscodejs.asp?lm2=197&list=10&icon=0&tj=0&font=10.5&hot=0&new=0&line=24&lmname=0&open=1&n=34&more=0&t=0&week=0&zzly=0&hit=0&pls=0&dot=0&tcolor=CCCCCC,224,9,0,162304,12288,0,13805,4096,167936,512,6,1,6,1,6,1,184320,1024,193197,3,33088,262144,8192,1048576,4096
WindowsAnytimeUpgradeResults.exe,http://afs.googleusercontent.com/dp-demandmedia/t1020/bullet-green-arrow.png,224,9,0,38912,254464,0,34460,4096,45056,512,6,1,6,1,6,1,303104,1024,320220,2,33088,262144,8192,1048576,4096
wuauclt.exe,http://f201012.zgyey.com/AttachsFiles/2011/11/2/articlephotos/155508/34638e06-65f6-4b44-9ce4-253db3525b6e_middle.JPG,224,9,0,38912,9728,0,18728,4096,45056,512,6,1,6,1,5,0,57344,1024,62925,2,33088,262144,8192,1048576,4096
wbengine.exe,http://grasslandhotel.com.vn/index.php/tours/danangtours/items/fbtrack.js,224,9,0,1110528,96256,0,455984,4096,1118208,512,6,1,6,1,6,1,1220608,1024,1237323,2,33088,262144,8192,1048576,4096
wecutil.exe,http://9779.info/%E7%B1%B3%E7%B2%92%E7%B2%98%E8%B4%B4%E7%94%BB%E5%B7%A5%E5%85%B7/,224,9,0,71680,8704,0,59497,4096,77824,512,6,1,6,1,6,1,90112,1024,126181,3,33088,262144,8192,1048576,4096
WerFault.exe,http://9779.info/%E6%B0%91%E6%97%8F%E5%B8%83%E8%89%BA%E8%B4%B4%E7%94%BB/,224,9,0,248320,112128,0,32967,4096,253952,512,6,1,6,1,6,1,372736,1024,412797,2,33088,262144,8192,1048576,4096
WerFaultSecure.exe,http://www.xj9599.com/app/member/index1.php?uid=f554ab9b50d41d8cd98fra3,224,9,0,18432,9728,0,11663,4096,24576,512,6,1,6,1,6,1,40960,1024,49784,2,33088,262144,8192,1048576,4096
wermgr.exe,reyatel.com,224,9,0,41984,12800,0,11007,4096,49152,512,6,1,6,1,6,1,65536,1024,79378,2,33088,262144,8192,1048576,4096
wextract.exe,http://ombieri.goldenextra.ru/nethost.exe?etag=37e8b143fee905b6acfe54c81c6c6399,224,10,0,44544,114176,0,27458,4096,49152,512,6,1,6,1,5,0,167936,1024,190508,2,33088,262144,8192,1048576,4096
WFS.exe,http://chinesevie.com/index.php?option=com_content&view=article&id=92&Itemid=322&lang=en,224,9,0,481792,325120,0,120940,4096,487424,512,6,1,6,1,6,1,815104,1536,852576,2,33088,262144,8192,1048576,4096
where.exe,safety.apple.com.yvxambeayel.vby1hqwxtv6yxj71dxhaztqq8a.trade,224,9,0,29184,6144,0,15287,4096,36864,512,6,1,6,1,6,1,49152,1024,96862,3,33088,262144,8192,1048576,4096
whoami.exe,http://bizapp.qq.com/webc.htm?new=0&sid=812086666&o=b.qq.com&q=7,224,9,0,36864,6144,0,16909,4096,40960,512,6,1,6,1,6,1,53248,1024,100715,3,33088,262144,8192,1048576,4096
wiaacmgr.exe,http://9779.info/%E6%9C%89%E5%85%B3%E6%8A%A4%E7%90%86%E7%9A%84%E5%89%AA%E8%B4%B4%E7%94%BB/,224,9,0,46080,42496,0,41525,4096,53248,512,6,1,6,1,6,1,102400,1024,152676,2,33088,262144,8192,1048576,4096
wimserv.exe,http://9779.info/%E4%B8%B0%E6%94%B6%E5%89%AA%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/,224,9,0,293888,35328,0,67463,4096,299008,512,6,1,6,1,5,1,339968,1024,357438,2,33088,262144,8192,1048576,4096
powershell.exe,http://grasslandhotel.com.vn/index.php/tours/hoiantours/items/fbtrack.js,224,9,0,35840,417280,0,29539,4096,40960,512,6,1,6,1,5,1,466944,1024,487740,3,33088,262144,8192,1048576,4096
powershell_ise.exe,http://9779.info/%E5%84%BF%E7%AB%A5%E6%AF%9B%E7%BA%BF%E8%B4%B4%E7%94%BB%E4%BD%9C%E5%93%81/,224,8,0,32768,167936,0,39022,8192,40960,4096,4,0,0,0,4,0,212992,4096,244783,2,34112,1048576,4096,1048576,4096
wininit.exe,http://9779.info/%E7%9A%B1%E7%BA%B9%E7%BA%B8%E5%9B%A2%E7%BA%B8%E8%B4%B4%E7%94%BB/,224,9,0,80896,14848,0,19912,4096,86016,512,6,1,6,1,6,1,106496,1024,124863,2,33088,262144,24576,1048576,4096
winlogon.exe,http://9779.info/%E5%8F%A4%E4%BB%A3%E4%BA%8C%E5%8D%81%E5%9B%9B%E5%AD%9D%E5%B8%83%E8%B4%B4%E7%94%BB/,224,9,0,238080,47616,0,70203,4096,233472,512,6,1,6,1,6,1,294912,1024,289482,2,33088,262144,24576,1048576,4096
winrs.exe,www.babajikagyan.com/wp-comment/baba.jpg,224,9,0,32256,7680,0,30490,4096,36864,512,6,1,6,1,6,1,49152,1024,89789,3,33088,262144,8192,1048576,4096
winrshost.exe,http://9779.info/%E5%BA%9F%E7%89%A9%E5%88%A9%E7%94%A8%E5%89%AA%E8%B4%B4%E7%94%BB/,224,9,0,15360,4608,0,15108,4096,20480,512,6,1,6,1,6,1,32768,1024,49146,2,33088,262144,65536,1048576,4096
WinSAT.exe,http://chinesevie.com/index.php?option=com_joomlaquiz&Itemid=150&lang=en,224,9,0,1889792,1516544,0,697419,4096,1896448,512,6,1,6,1,6,0,3416064,1536,3397722,3,33088,1048576,1048576,1048576,4096
winver.exe,http://hotlinegsm.com/products/mobile-and-tablet/apple-iphone-4s-detail,224,9,0,4096,75264,0,5825,4096,8192,512,6,1,6,1,6,1,90112,1024,136447,2,33088,262144,8192,1048576,4096
wisptis.exe,http://www.xj9599.com/app/member/indexx.php?path=pages&pages=dzyy&uid=f554ab9b50d41d8cd98fra3,224,9,0,287744,46592,0,72912,4096,286720,512,6,1,6,1,6,1,348160,1024,343541,2,33088,262144,16384,1048576,4096
wksprt.exe,http://grasslandhotel.com.vn/index.php/tours/hoiantours/items/fbtrack.js,224,9,0,119808,104448,0,72995,4096,126976,512,6,1,6,1,5,1,233472,1024,271669,2,33088,262144,8192,1048576,4096
wlanext.exe,http://grasslandhotel.com.vn/index.php/tours/hoiantours/items/fbtrack.js,224,9,0,67072,10752,0,36385,4096,73728,512,6,1,6,1,6,1,90112,1024,93914,3,33088,262144,8192,1048576,4096
wlrmdr.exe,http://www.blogmywine.com/templates/Fashionable/Styles/brown.css,224,9,0,11264,28672,0,9233,4096,16384,512,6,1,6,1,6,1,53248,1024,52482,2,33088,262144,20480,1048576,4096
WPDShextAutoplay.exe,http://9779.info/%E5%84%BF%E7%AB%A5%E5%9C%A3%E8%AF%9E%E8%B4%B4%E7%94%BB%E4%BD%9C%E5%93%81/,224,9,0,24064,6144,0,21758,4096,28672,512,6,1,6,1,6,1,40960,1024,67519,2,33088,262144,8192,1048576,4096
wpnpinst.exe,dekhoresellers.tk,224,9,0,33792,10240,0,13412,4096,40960,512,6,1,6,1,6,1,57344,1024,53080,2,33088,262144,8192,1048576,4096
write.exe,http://mp3-pesnja.com/song/iowa+%D0%BC%D0%B0%D0%BC%D0%B0,224,9,0,3584,5120,0,5326,4096,8192,512,6,1,6,1,6,1,20480,1024,15153,2,33088,262144,8192,1048576,4096
wscript.exe,http://9779.info/%E6%88%91%E7%9A%84%E5%91%A8%E6%9C%AB%E5%89%AA%E8%B4%B4%E7%94%BB/,224,9,0,95744,45056,0,12091,4096,98304,512,6,1,6,1,5,0,155648,1024,176852,2,33088,1048576,32768,1048576,4096
WSManHTTPConfig.exe,http://www.pubyun.com/wiki/lib/exe/css.php?t=dokuwiki&tseed=f1f16e8c6142fab8553f2b9cfe045961,224,9,0,169984,28672,0,41034,4096,176128,512,6,1,6,1,6,1,208896,1024,228370,3,33088,262144,8192,1048576,4096
wsmprovhost.exe,web.w300.vhostgo.com,224,9,0,7680,4096,0,8251,4096,12288,512,6,1,6,1,6,1,24576,1024,34931,2,33088,262144,65536,1048576,4096
wsqmcons.exe,http://www.pubyun.com/wiki/lib/exe/css.php?t=dokuwiki&tseed=f1f16e8c6142fab8553f2b9cfe045961,224,9,0,209920,49664,0,73485,4096,217088,512,6,1,6,1,6,1,274432,1024,310200,2,33088,262144,8192,1048576,4096
wuapp.exe,http://www.west263.com/services/domain/aprice_show.asp?d=bigtruckstopseek.cn,224,9,0,27648,7680,0,12785,4096,32768,512,6,1,6,1,6,0,45056,1024,84218,2,33088,262144,8192,1048576,4096
WUDFHost.exe,http://www.824555.com/app/member/SportOption.php?uid=guest&langx=gb,224,9,0,181760,14848,0,177865,4096,188416,512,6,1,6,1,5,1,208896,1024,255966,2,33088,262144,8192,1048576,4096
wusa.exe,http://9779.info/%E5%85%83%E6%97%A6%E6%B0%B4%E5%BD%A9%E7%94%BB%E4%BD%9C%E5%93%81/,224,9,0,206336,109056,0,149448,4096,212992,512,6,1,6,1,6,1,327680,1024,371235,2,33088,262144,8192,1048576,4096
xcopy.exe,dacsancaonguyen.vn,224,9,0,31232,5120,0,9885,4096,36864,512,6,1,6,1,6,1,49152,1024,44308,3,33088,262144,16384,1048576,4096
xpsrchvw.exe,http://9779.info/%E6%8A%98%E7%BA%B8%E6%89%87%E5%AD%90%E6%8B%BC%E8%B4%B4%E7%94%BB/,224,9,0,2035200,1385984,0,725503,4096,2039808,512,6,1,6,1,6,1,3436544,1024,3410052,2,33088,262144,8192,1048576,4096
xwizard.exe,http://lovettz.com/mermaid-wall-decor-bauty-design/mermaid-wall-decor-old-design/,224,9,0,8192,33280,0,7698,4096,12288,512,6,1,6,1,6,1,49152,1024,59567,2,33088,262144,8192,1048576,4096
autochk.exe,http://9779.info/%E5%89%AA%E8%B4%B4%E7%94%BB%E7%BA%BF%E6%8F%8F%E4%BD%9C%E5%93%81%E6%AC%A3%E8%B5%8F/,224,9,0,417280,251392,0,60385,4096,421888,512,6,1,6,1,6,1,679936,1024,720990,1,320,262144,8192,1048576,4096
autoconv.exe,http://9779.info/%E5%85%B3%E4%BA%8E%E8%88%9E%E8%B9%88%E7%9A%84%E5%89%AA%E8%B4%B4%E7%94%BB/,224,9,0,428544,251392,0,55499,4096,434176,512,6,1,6,1,6,1,692224,1024,710089,1,320,262144,8192,1048576,4096
autofmt.exe,http://chinesevie.com/index.php?option=com_content&view=article&id=118&Itemid=18&lang=en,224,9,0,408064,251392,0,53795,4096,413696,512,6,1,6,1,6,1,671744,1024,702216,1,320,262144,8192,1048576,4096
rdpclip.exe,http://www.haibore.com/shuyehua/UploadFiles_6338/201306/2013062214074085.jpg,224,9,0,157184,25600,0,41181,4096,163840,512,6,1,6,1,6,0,196608,1024,207555,2,33088,262144,8192,1048576,4096
rdpinit.exe,http://9779.info/%E7%B2%98%E8%B4%B4%E7%94%BB%E7%9A%B1%E7%BA%B9%E7%BA%B8%E5%9B%A2/,224,9,0,141312,28160,0,27598,4096,147456,512,6,1,6,1,6,1,180224,1024,194965,2,33088,262144,8192,1048576,4096
rdpshell.exe,waikikitarifa.com,224,9,0,235008,32768,0,60016,4096,241664,512,6,1,6,1,6,1,278528,1024,290231,2,33088,262144,8192,1048576,4096
rdpsign.exe,http://www.711100.com/app/member/SportOption.php?uid=guest&langx=gb,224,9,0,48128,12288,0,18429,4096,53248,512,6,1,6,1,6,1,73728,1024,116519,3,33088,262144,8192,1048576,4096
rdrleakdiag.exe,warszowka.pl,224,9,0,27136,11264,0,23325,4096,32768,512,6,1,6,1,6,1,49152,1024,37087,2,33088,262144,8192,1048576,4096
rdrmemptylst.exe,http://9779.info/%E8%93%9D%E8%89%B2%E6%B5%B7%E6%B4%8B%E5%89%AA%E8%B4%B4%E7%94%BB/,224,9,0,4096,3584,0,5637,4096,8192,512,6,1,6,1,6,1,20480,1024,28727,3,33088,262144,8192,1048576,4096
RDVGHelper.exe,http://haishundl.com/a/qinpengqipaiguanfangxiazai/20131017/253.html,224,9,0,71168,10752,0,41687,4096,77824,512,6,1,6,1,6,1,94208,1024,134321,2,33088,262144,8192,1048576,4096
ReAgentc.exe,http://www.js182.com/app/member/SportOption.php?uid=guest&langx=gb,224,9,0,13824,10240,0,12574,4096,20480,512,6,1,6,1,6,1,36864,1024,40831,3,33088,262144,8192,1048576,4096
recdisc.exe,http://3cf.ru/2015/07/21/rossiiane-nachali-vyhodit-iz-rejima-jestkoi-ekonomii/,224,9,0,130048,80896,0,46997,4096,135168,512,6,1,6,1,6,1,221184,1024,261688,2,33088,262144,8192,1048576,4096
recover.exe,http://9779.info/%E7%B2%98%E8%B4%B4%E7%94%BB%E4%BD%9C%E5%93%81%E5%B1%95/,224,9,0,7168,4096,0,7242,4096,12288,512,6,1,6,1,6,1,24576,1024,75373,3,33088,262144,8192,1048576,4096
appidcertstorecheck.exe,http://9779.info/%E5%84%BF%E7%AB%A5%E7%AE%80%E5%8D%95%E7%BA%B8%E8%B4%B4%E7%94%BB%E4%BD%9C%E5%93%81/,224,9,0,11264,5632,0,10728,4096,16384,512,6,1,6,1,6,1,28672,1024,49750,3,33088,262144,8192,1048576,4096
appidpolicyconverter.exe,http://9779.info/%E5%B9%BC%E5%84%BF%E6%92%95%E7%BA%B8%E5%A4%AA%E9%98%B3%E7%B2%98%E8%B4%B4%E7%94%BB/,224,9,0,80384,16384,0,19249,4096,86016,512,6,1,6,1,6,1,110592,1024,98150,3,33088,262144,8192,1048576,4096
tscon.exe,http://9779.info/%E5%88%9D%E4%B8%AD%E7%A7%91%E6%8A%80%E7%BB%98%E7%94%BB/,224,9,0,15872,10240,0,16617,4096,20480,512,6,1,6,1,6,1,36864,1024,41900,3,33088,262144,8192,1048576,4096
tsdiscon.exe,http://bjpgqsc.com/cp/class/?0.html&page=3&showtj=&showhot=&key=,224,9,0,15872,10752,0,16670,4096,20480,512,6,1,6,1,6,1,36864,1024,83360,3,33088,262144,8192,1048576,4096
tskill.exe,http://schertzauto.com/wp-content/themes/NAPA%20AC%202014%20S/css/jquery.bxslider.css?ver=4.2.2,224,9,0,16384,11776,0,17059,4096,20480,512,6,1,6,1,6,1,36864,1024,71744,3,33088,262144,8192,1048576,4096
TSTheme.exe,http://9779.info/%E5%BD%A9%E7%BA%B8%E5%89%AA%E8%B4%B4%E7%94%BB%E8%8A%B1%E6%9C%B5%E5%9B%BE%E7%89%87/,224,9,0,30208,8704,0,23783,4096,36864,512,6,1,6,1,6,1,53248,1024,52950,2,33088,262144,8192,1048576,4096
TsUsbRedirectionGroupPolicyControl.exe,http://9779.info/3d%E7%AB%8B%E4%BD%93%E8%B4%B4%E7%94%BB%E5%A2%99%E8%B4%B4%E7%BA%B8/,224,9,0,3584,3584,0,5139,4096,8192,512,6,1,6,1,6,1,20480,1024,53303,3,33088,262144,8192,1048576,4096
TopLZAGU.exe,idtechonline.com,224,2,56,4608,10240,512,4096,4096,12288,512,4,0,1,0,4,0,36864,1024,30458,2,0,2097152,4096,1048576,4096
twunk_32.exe,http://grasslandhotel.com.vn/index.php/tours/mysontours/items/fbtrack.js,224,9,0,25088,5632,0,25573,4096,32768,512,6,1,6,1,6,1,45056,1024,33688,2,33088,262144,8192,1048576,4096
winhlp32.exe,http://www.zmxx.com/Article/UploadFiles/200610/20061028125234410.jpg,224,9,0,4096,5120,0,5632,4096,8192,512,6,1,6,1,6,1,20480,1024,72035,2,33088,262144,8192,1048576,4096
ComSvcConfig.exe,http://img27.hc360.cn/27/flashadstyle4scene3/179/888/b/27-1798887.jpg,224,8,0,147456,8192,0,155390,8192,155648,4096,4,0,0,0,4,0,172032,4096,169466,3,1344,1048576,4096,1048576,4096
DataSvcUtil.exe,http://9779.info/%E6%A0%91%E5%8F%B6%E7%B2%98%E8%B4%B4%E7%94%BB/,224,8,0,57344,8192,0,64270,8192,65536,4096,4,0,0,0,4,0,81920,4096,115382,3,1344,1048576,4096,1048576,4096
EdmGen.exe,http://9779.info/%E6%B0%91%E6%97%8F%E5%B8%83%E8%89%BA%E8%B4%B4%E7%94%BB/,224,8,0,73728,8192,0,78334,8192,81920,4096,4,0,0,0,4,0,98304,4096,97261,3,1344,1048576,4096,1048576,4096
ehexthost.exe,http://www.mycitystore.in/wp-includes/c539017ed06134ad01c26864c4cca01c,224,8,0,94208,45056,0,99358,8192,106496,4096,4,0,0,0,4,0,155648,4096,197181,2,33856,1048576,4096,1048576,4096
AddInProcess.exe,http://www.114633.com/cl/?module=System&method=MAdvertis&other=MemberExclusiveII&ExclusiveNo=0,224,8,0,20480,8192,0,26654,8192,32768,4096,4,0,0,0,4,0,49152,4096,47148,3,1344,1048576,4096,1048576,4096
AddInUtil.exe,http://hotlinegsm.com/products/mobile-and-tablet/acer-allegro-detail,224,8,0,20480,8192,0,26398,8192,32768,4096,4,0,0,0,4,0,49152,4096,47565,3,1344,1048576,4096,1048576,4096
Narrator.exe,http://schertzauto.com/wp-content/themes/NAPA%20AC%202014%20S/style.css,224,8,0,974848,94208,0,983006,8192,983040,4096,4,0,0,0,4,0,1081344,4096,1135368,2,34112,1048576,4096,1048576,4096
ServiceModelReg.exe,http://admin.mymagno.com/N8ZAphPfSrAVFQo0f7_weJN5qDWpkkpfoiR0N2plJz0xyB4TPTLLGTdnH-MzWvkJQIJL5dOu9Q5CwPxH1XoosVi5lYuJ_cq8oJugRm4hRVV8oXovCcUF67fgViMUx-8MOkbo4LRG6Y5eIqvGOw2ZH_50IW6tGbkHDoF_xKTCFGgfvhQj93QmdDqdv_50vIc97w5ck90AVUg7AmFW6ejMxA,224,8,0,135168,8192,0,142062,8192,147456,4096,4,0,0,0,4,0,163840,4096,179230,3,1344,1048576,4096,1048576,4096
SMSvcHost.exe,http://www.pubyun.com/blog/cloud/%e4%bd%95%e5%88%9a%e7%9a%84%e4%ba%a4%e6%b5%81/,224,8,0,98304,20480,0,103086,8192,106496,4096,4,0,0,0,4,0,131072,4096,167111,3,1344,1048576,4096,1048576,4096
WsatConfig.exe,http://www.ljks.cn/bbs/data/attachment/forum/201412/01/091835fk6nncpfzeeeeoqj.jpg,224,8,0,131072,8192,0,138990,8192,139264,4096,4,0,0,0,4,0,155648,4096,173829,3,1344,1048576,4096,1048576,4096
AddInProcess32.exe,http://9779.info/%E5%89%AA%E8%B4%B4%E7%94%BB%E5%88%9B%E6%84%8F/,224,8,0,20480,8192,0,26670,8192,32768,4096,4,0,0,0,4,0,49152,4096,55579,3,1344,1048576,4096,1048576,4096
fsquirt.exe,http://9779.info/%E4%BA%91%E6%9C%B5%20%E5%89%AA%E8%B4%B4%E7%94%BB/,224,9,0,39936,179712,0,26412,4096,45056,512,6,1,6,1,6,1,229376,1024,262064,2,33088,262144,8192,1048576,4096
CasPol.exe,http://www.wu8188.com/cl/js/jquery-ui-1.8.21.custom.min.js?v=ver15.32,224,8,0,94208,8192,0,101022,8192,106496,4096,4,0,0,0,4,0,122880,4096,152043,3,1280,1048576,4096,1048576,4096
infocard.exe,http://www.0068555.com/cl/tpl/yh5588/ver3/css/yh5588.css?v=ver31.32,224,8,0,253952,614400,0,253062,4096,258048,4096,4,0,0,0,4,0,872448,4096,926171,3,320,1048576,4096,1048576,4096
InstallUtil.exe,promoagency.sk,224,8,0,16384,8192,0,22654,8192,24576,4096,4,0,0,0,4,0,40960,4096,92124,3,1280,1048576,4096,1048576,4096
mcupdate.exe,http://9779.info/%E4%B8%80%E5%B9%B4%E7%BA%A7%E5%AD%A6%E7%94%9F%E7%B2%98%E8%B4%B4%E7%94%BB/,224,9,0,179712,17408,0,180806,4096,184320,512,6,1,6,1,6,1,208896,1024,218811,2,33088,262144,8192,1048576,4096
mcupdate.exe,http://chinesevie.com/index.php?option=com_content&view=category&id=55&Itemid=102&lang=en,224,9,0,180224,17408,0,181526,4096,184320,512,6,1,6,1,6,1,208896,1024,206702,2,33088,262144,8192,1048576,4096
mcupdate.exe,http://industrialtrainingzirakpur.com/php-mysql-training-in-zirakpur.html,224,9,0,180224,17408,0,181526,4096,184320,512,6,1,6,1,6,1,208896,1024,226835,2,33088,262144,8192,1048576,4096
WindowsAnytimeUpgradeResults.exe,http://bisaneema.org/wp-content/plugins/easy-media-gallery/includes/js/mootools/easymedia.js?ver=3.9.6,224,9,0,38912,254464,0,34428,4096,45056,512,6,1,6,1,6,1,303104,1024,327063,2,33088,262144,8192,1048576,4096
aitagent.exe,http://www.bhsy.net/teacher/class/classnews/img/2010-04-14-13-07-08-1.jpg,224,9,0,99840,20992,0,69451,4096,106496,512,6,1,6,1,6,1,131072,1024,136586,3,33088,262144,8192,1048576,4096
audiodg.exe,swipudj4t9jyw3o.stream,224,9,0,89600,9728,512,42776,4096,94208,512,6,1,6,1,6,1,122880,1536,132763,2,33088,262144,8192,1048576,4096
SndVol.exe,http://grasslandhotel.com.vn/index.php/tours/culaochamtours/items/7-res-pool,224,9,0,235008,81920,0,181763,4096,241664,512,6,1,6,1,6,1,331776,1024,368252,2,33088,262144,8192,1048576,4096
LogonUI.exe,http://die-hauensteins.com/Skifahren2003/Zauchensee/album/index.html,224,9,0,5632,4096,0,5935,4096,28672,512,6,1,6,1,6,1,24576,1024,72739,2,33088,262144,8192,1048576,4096
autochk.exe,http://wxztjz.com/e/public/onclick?enews=donews&classid=46&id=55,224,9,0,417280,251392,0,60369,4096,421888,512,6,1,6,1,6,1,679936,1024,675395,1,320,262144,8192,1048576,4096
autofmt.exe,http://www.vilagnomad.com/wp-content/plugins/cforms146/styling/cforms2012.css,224,9,0,408576,251392,0,53795,4096,413696,512,6,1,6,1,6,1,671744,1024,704557,1,320,262144,8192,1048576,4096
winload.exe,http://9779.info/%E5%88%9D%E4%B8%AD%E7%A7%91%E6%8A%80%E7%BB%98%E7%94%BB/,224,9,0,406528,88064,0,4096,4096,417792,512,0,0,0,0,1,0,692224,1024,563690,16,1024,1048576,4096,1048576,4096
winresume.exe,http://9779.info/%E5%84%BF%E7%AB%A5%E7%AB%8B%E4%BD%93%E5%8D%A1%E8%B4%B4%E7%94%BB/,224,9,0,353792,76800,0,4096,4096,364544,512,0,0,0,0,1,0,618496,1024,482853,16,1024,1048576,4096,1048576,4096
winload.exe,http://www.pubyun.com/wiki/lib/exe/css.php?t=dokuwiki&tseed=f1f16e8c6142fab8553f2b9cfe045961,224,9,0,406528,88064,0,4096,4096,417792,512,0,0,0,0,1,0,692224,1024,521899,16,1024,1048576,4096,1048576,4096
winresume.exe,http://style.org.hc360.com/css/detail/mysite/siteconfig/pro_control.css,224,9,0,353792,76800,0,4096,4096,364544,512,0,0,0,0,1,0,618496,1024,492451,16,1024,1048576,4096,1048576,4096
bcdedit.exe,http://www.thereefrestaurant.com/wp-content/plugins/lightbox-gallery/lightbox-gallery.css,224,9,0,146944,147968,0,74945,4096,151552,512,6,1,6,1,5,0,303104,1024,351732,3,33088,262144,8192,1048576,4096
bfsvc.exe,sjcvaleguia.com.br/Mix/valeg/config.bin,224,9,0,56832,8192,0,16713,4096,61440,512,6,1,6,1,5,0,73728,1024,120063,3,33088,262144,8192,1048576,4096
memtest.exe,http://hotlinegsm.com/products/mobile-and-tablet/apple-iphone-4s-detail,224,9,0,361472,115712,0,6135,4096,372736,512,0,0,0,0,1,0,1036288,1024,546101,16,1024,1048576,4096,1048576,4096
winload.exe,http://www.newstudy.net/community/Web_nMngr.aspx?acaidx=0&board_idx=369&pn=1&sflag=1&mflag=NOT&where=&keyword=,224,9,0,406528,88064,0,4096,4096,417792,512,0,0,0,0,1,0,692224,1024,530258,16,1024,1048576,4096,1048576,4096
winresume.exe,http://www.114633.com/cl/tpl/template/style/element/font-awesome.css?v=ver23.32,224,9,0,353792,76800,0,4096,4096,364544,512,0,0,0,0,1,0,618496,1024,485926,16,1024,1048576,4096,1048576,4096
bcdboot.exe,http://img.blog.voc.com.cn/zip/201105/15/49494_4dd625be855edc2_3.jpg,224,9,0,131584,14848,0,37022,4096,139264,512,6,1,6,1,5,0,159744,1024,182955,3,33088,262144,8192,1048576,4096
bitsadmin.exe,http://9779.info/%E4%BB%A3%E8%A1%A8%E5%9B%9B%E5%AD%A3%E7%9A%84%E7%94%BB/,224,9,0,173568,95744,0,162945,4096,180224,512,6,1,6,1,6,1,278528,1024,188694,3,33088,262144,8192,1048576,4096
wbengine.exe,http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E7%B2%98%E8%B4%B4%E7%94%BB%E8%AF%B4%E8%AF%BE%E7%A8%BF/,224,9,0,1110016,96256,0,456398,4096,1114112,512,6,1,6,1,6,1,1216512,1024,1214257,2,33088,262144,8192,1048576,4096
calc.exe,http://bizapp.qq.com/webc.htm?new=0&sid=812086666&o=b.qq.com&q=7,224,9,0,339456,435712,0,38760,4096,335872,512,6,1,6,1,6,1,786432,1024,841234,2,33088,262144,8192,1048576,4096
cmd.exe,http://9779.info/%E5%8D%A1%E7%BA%B8%E5%89%AA%E8%B4%B4%E7%94%BB/,224,9,0,141824,158720,0,24796,4096,139264,512,6,1,6,1,6,1,311296,1024,307599,3,33088,1048576,1036288,1048576,4096
conhost.exe,http://wpa.b.qq.com/cgi/wpa.php?key=XzkzODA2MjgzMF8xNzk2NTNfNDAwMDg1MjgwMF8,224,9,0,221696,48640,0,31527,4096,229376,512,6,1,6,1,6,1,282624,1024,289160,2,33088,262144,12288,1048576,4096
conhost.exe,http://www.blogmywine.com/templates/Fashionable/Styles/brown.css,224,9,0,221696,48640,0,31359,4096,229376,512,6,1,6,1,6,1,282624,1024,293368,2,33088,262144,12288,1048576,4096
conhost.exe,http://www.js182.com/app/member/SportOption.php?uid=guest&langx=gb,224,9,0,221696,48640,0,31359,4096,229376,512,6,1,6,1,6,1,282624,1024,316440,2,33088,262144,12288,1048576,4096
conhost.exe,http://www.js182.com/app/member/main.php?uid=guest&langx=en&page_site=ball,224,9,0,221696,48640,0,25215,4096,229376,512,6,1,6,1,6,1,282624,1024,290307,2,33088,262144,12288,1048576,4096
conhost.exe,http://www.polska.travel.pl/pogoda-polska/lodz/pogoda-polska/kazimierz-dolny/1?miasto=29,224,9,0,221696,48640,0,24831,4096,229376,512,6,1,6,1,6,1,282624,1024,321987,2,33088,262144,12288,1048576,4096
autoconv.exe,http://3cf.ru/2015/07/21/pytin-ystroit-priem-v-kremle-v-chest-velikogo-kniazia-vladimira/,224,9,0,429056,251392,0,55499,4096,434176,512,6,1,6,1,6,1,692224,1024,690848,1,320,262144,8192,1048576,4096
IMJPDCT.EXE,http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E4%B8%8D%E7%BB%87%E5%B8%83%E7%B2%98%E8%B4%B4%E7%94%BB/,224,9,0,168448,196608,0,31275,4096,176128,512,6,1,6,1,6,1,376832,1024,361241,2,33088,262144,8192,1048576,4096
imjpuexc.exe,http://9779.info/%E5%A4%8D%E6%9D%82%E7%9A%84%E7%A7%8D%E5%AD%90%E6%8B%BC%E8%B4%B4%E7%94%BB/,224,9,0,88576,23552,0,62273,4096,94208,512,6,1,6,1,6,1,122880,1024,170312,3,33088,262144,8192,1048576,4096
